"title","author","genre","rating","img","numRater","type","price"
"Sidney Chambers and The Shadow of Death","James Runcie","Literature & Fiction","4.3","https://images-na.ssl-images-amazon.com/images/I/81IC%2Bgf1ulL.__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","434","Kindle Edition","0.99"
"The Fever King (Feverwake Book 1)","Victoria Lee","Literature & Fiction","4.2","https://images-na.ssl-images-amazon.com/images/I/91vG0-2DJfL.__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","83","Kindle Edition","4.99"
"Where the Crawdads Sing","Delia Owens","Literature & Fiction","4.8","https://images-na.ssl-images-amazon.com/images/I/81WWiiLgEyL._AC_UL200_SR200,200_.jpg","5496","Hardcover","16.2"
"The Orphan Sisters","Shirley Dickson","Literature & Fiction","4.7","https://images-na.ssl-images-amazon.com/images/I/81cevuH1GsL.__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","76","Kindle Edition","2.99"
"The Vegetarian","Han Kang","Literature & Fiction","3.5","https://images-na.ssl-images-amazon.com/images/I/81o89Z7KywL.__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","565","Kindle Edition","1.99"
"The Handmaid's Tale","Margaret Atwood","Literature & Fiction","4.1","https://images-na.ssl-images-amazon.com/images/I/91XT4tkFFeL._UX300_PJku-sticker-v7,TopRight,0,-50_OU01__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","13975","Kindle Edition","9.99"
"The Secret Orphan","Glynis Peters","Literature & Fiction","4.5","https://images-na.ssl-images-amazon.com/images/I/81-oVIBpZvL.__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","228","Kindle Edition","0.99"
"The Magnolia Inn","Carolyn Brown","Literature & Fiction","4.4","https://images-na.ssl-images-amazon.com/images/I/91mVAN9nCCL._UX300_PJku-sticker-v7,TopRight,0,-50_OU01__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","854","Kindle Edition","4.99"
"Mr Spencer","T L Swan","Literature & Fiction","4.9","https://images-na.ssl-images-amazon.com/images/I/81ucxnddv7L._UX300_PJku-sticker-v7,TopRight,0,-50_OU01__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","137","Kindle Edition","0.99"
"The Tuscan Child","Rhys Bowen","Literature & Fiction","4.3","https://images-na.ssl-images-amazon.com/images/I/A1N-T4j4hBL._UX300_PJku-sticker-v7,TopRight,0,-50_OU01__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","3281","Kindle Edition","2.49"
"In Farleigh Field","Rhys Bowen","Literature & Fiction","4.2","https://images-na.ssl-images-amazon.com/images/I/91VOdSaTwjL._UX300_PJku-sticker-v7,TopRight,0,-50_OU01__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","4853","Kindle Edition","1.99"
"The Storyteller's Secret","Sejal Badani","Literature & Fiction","4.8","https://images-na.ssl-images-amazon.com/images/I/91lUuLjF38L._UX300_PJku-sticker-v7,TopRight,0,-50_OU01__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","5772","Kindle Edition","4.99"
"Winter Cottage","Mary Ellen Taylor","Literature & Fiction","4.6","https://images-na.ssl-images-amazon.com/images/I/91ME3PUN8RL._UX300_PJku-sticker-v7,TopRight,0,-50_OU01__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","248","Kindle Edition","4.99"
"The Forgotten Hours","Katrin Schumann","Literature & Fiction","4.2","https://images-na.ssl-images-amazon.com/images/I/81H9wWWvPoL._UX300_PJku-sticker-v7,TopRight,0,-50_OU01__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","738","Kindle Edition","4.99"
"Tumble (Dogwood Lane Book 1)","Adriana Locke","Literature & Fiction","4.4","https://images-na.ssl-images-amazon.com/images/I/81WsF7FVfTL._UX300_PJku-sticker-v7,TopRight,0,-50_OU01__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","63","Kindle Edition","3.99"
"Beauty and the Billionaire","Lauren Landish","Literature & Fiction","4.5","https://images-na.ssl-images-amazon.com/images/I/91c8hhY%2Bb5L._UX300_PJku-sticker-v7,TopRight,0,-50_OU01__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","199","Kindle Edition","2.99"
"Brain Dead","Eileen Dreyer","Literature & Fiction","4.0","https://images-na.ssl-images-amazon.com/images/I/71Mqn-uaZ-L._UX300_PJku-sticker-v7,TopRight,0,-50_OU01__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","242","Kindle Edition","0.99"
"Inevitable","C.J. Petit","Literature & Fiction","4.7","https://images-na.ssl-images-amazon.com/images/I/61VPhR5TVHL._UX300_PJku-sticker-v7,TopRight,0,-50_OU01__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","64","Kindle Edition","0.99"
"Girls of Glass","Brianna Labuskes","Literature & Fiction","4.3","https://images-na.ssl-images-amazon.com/images/I/915oI15-vpL._UX300_PJku-sticker-v7,TopRight,0,-50_OU01__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","431","Kindle Edition","5.99"
"The Cleaner (John Milton Series Book 1)","Mark Dawson","Literature & Fiction","3.9","https://images-na.ssl-images-amazon.com/images/I/81UhFsiwxcL._UX300_PJku-sticker-v7,TopRight,0,-50_OU01__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","1248","Kindle Edition","3.99"
"Still Not Love","Nicole Snow","Literature & Fiction","4.7","https://images-na.ssl-images-amazon.com/images/I/81EQ-wz6MdL._UX300_PJku-sticker-v7,TopRight,0,-50_OU01__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","233","Kindle Edition","2.99"
"American Gods","Neil Gaiman","Literature & Fiction","4.4","https://images-na.ssl-images-amazon.com/images/I/816JHkxD9ZL.__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","6584","Kindle Edition","9.99"
"Bound To His Bride","Madison Faye","Literature & Fiction","4.8","https://images-na.ssl-images-amazon.com/images/I/81eXkoJopwL._UX300_PJku-sticker-v7,TopRight,0,-50_OU01__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","59","Kindle Edition","0.99"
"Hate Notes","Vi Keeland","Literature & Fiction","4.6","https://images-na.ssl-images-amazon.com/images/I/81eca-W6PxL._UX300_PJku-sticker-v7,TopRight,0,-50_OU01__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","2907","Kindle Edition","1.99"
"Covet","Ella James","Literature & Fiction","4.7","https://images-na.ssl-images-amazon.com/images/I/71LS-wi4EPL._UX300_PJku-sticker-v7,TopRight,0,-50_OU01__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","40","Kindle Edition","2.99"
"Married to the Enemy","R.S. Lively","Literature & Fiction","4.5","https://images-na.ssl-images-amazon.com/images/I/81Y5aZ2frVL._UX300_PJku-sticker-v7,TopRight,0,-50_OU01__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","133","Kindle Edition","0.99"
"Eleanor Oliphant Is Completely Fine","Gail Honeyman","Literature & Fiction","4.6","https://images-na.ssl-images-amazon.com/images/I/91QJAzUvlJL.__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","4138","Kindle Edition","11.99"
"We Are Water","Wally Lamb","Literature & Fiction","4.2","https://images-na.ssl-images-amazon.com/images/I/813JwTJXjkL._UX300_PJku-sticker-v7,TopRight,0,-50_OU01__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","1712","Kindle Edition","11.49"
"1984","George Orwell","Literature & Fiction","4.5","https://images-na.ssl-images-amazon.com/images/I/71jdyoqd5uL._UX300_PJku-sticker-v7,TopRight,0,-50_OU01__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","6781","Kindle Edition","9.99"
"Mission Critical","Mark Greaney","Literature & Fiction","4.7","https://images-na.ssl-images-amazon.com/images/I/91Rlee5LoKL._AC_UL200_SR200,200_.jpg","25","Audible Audiobook"," Free with Audible trial"
"Inheriting Edith","Zoe Fishman","Literature & Fiction","4.3","https://images-na.ssl-images-amazon.com/images/I/91K%2BEp%2BYJZL._UX300_PJku-sticker-v7,TopRight,0,-50_OU01__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","312","Kindle Edition","1.99"
"2666","Roberto Bolaño","Literature & Fiction","4.0","https://images-na.ssl-images-amazon.com/images/I/81Q38BGxPAL.__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","352","Kindle Edition","1.99"
"The (Half) Truth","Leddy Harper","Literature & Fiction","4.2","https://images-na.ssl-images-amazon.com/images/I/81kG7f4O6GL._UX300_PJku-sticker-v7,TopRight,0,-50_OU01__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","53","Kindle Edition","3.99"
"The Promise (Neighbor from Hell Book 10)","R.L. Mathewson","Literature & Fiction","4.0","https://images-na.ssl-images-amazon.com/images/I/71Bk4RvEj6L.__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","3","Kindle Edition","2.99"
"Becoming","Michelle Obama","Law","4.9","https://images-na.ssl-images-amazon.com/images/I/81h2gWPTYJL.__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","8882","Kindle Edition","14.99"
"Becoming","Michelle Obama","Law","4.9","https://images-na.ssl-images-amazon.com/images/I/81h2gWPTYJL._AC_UL200_SR200,200_.jpg","8882","Hardcover","19.5"
"My Own Words","Ruth Bader Ginsburg","Law","4.3","https://images-na.ssl-images-amazon.com/images/I/A1hnpsagQuL._AC_UL200_SR200,200_.jpg","220","Audible Audiobook"," Free with Audible trial"
"Mindset","Carol S. Dweck","Law","4.5","https://images-na.ssl-images-amazon.com/images/I/81o--FP-hPL._AC_UL200_SR200,200_.jpg","2540","Paperback","10.29"
"The Unwinding of the Miracle","Julie Yip-Williams","Law","4.7","https://images-na.ssl-images-amazon.com/images/I/71kg9i1tNLL.__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","39","Kindle Edition","13.99"
"Just Mercy","Bryan Stevenson","Law","4.9","https://images-na.ssl-images-amazon.com/images/I/91nwvW60WsL._AC_UL200_SR200,200_.jpg","3408","Paperback","12"
"The Sun Does Shine","Anthony Ray Hinton","Law","4.9","https://images-na.ssl-images-amazon.com/images/I/81ZG9iL%2BykL.__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","696","Kindle Edition","2.99"
"Just Mercy","Bryan Stevenson","Law","4.9","https://images-na.ssl-images-amazon.com/images/I/81GHc5Ghr8L._AC_UL200_SR200,200_.jpg","3408","Audible Audiobook"," Free with Audible trial"
"Separate","Steve Luxenberg","Law","5.0","https://images-na.ssl-images-amazon.com/images/I/8171latqtEL._AC_UL200_SR200,200_.jpg","4","Hardcover","22.48"
"The New Jim Crow","Michelle Alexander","Law","4.7","https://images-na.ssl-images-amazon.com/images/I/91dFNPI36sL._AC_UL200_SR200,200_.jpg","2897","Paperback","13.56"
"Licensed to Lie","Sidney Powell","Law","4.9","https://images-na.ssl-images-amazon.com/images/I/81QPqGq2QuL._AC_UL200_SR200,200_.jpg","729","Paperback","13.36"
"The Mastermind","Evan Ratliff","Law","4.6","https://images-na.ssl-images-amazon.com/images/I/81C%2BFAn%2BZFL._AC_UL200_SR200,200_.jpg","28","Audible Audiobook"," Free with Audible trial"
"The Innocent Man","John Grisham","Law","4.2","https://images-na.ssl-images-amazon.com/images/I/91Z6s2yqe1L.__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","2400","Kindle Edition","9.99"
"Becoming","Michelle Obama","Law","4.9","https://images-na.ssl-images-amazon.com/images/I/81-Wzv35LNL._AC_UL200_SR200,200_.jpg","8882","Paperback","23.45"
"The Unwinding of the Miracle","Julie Yip-Williams","Law","4.7","https://images-na.ssl-images-amazon.com/images/I/71kg9i1tNLL._AC_UL200_SR200,200_.jpg","39","Hardcover","16.2"
"Black Klansman","Ron Stallworth","Law","4.2","https://images-na.ssl-images-amazon.com/images/I/9126lwTVuYL.__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","189","Kindle Edition","9.99"
"A Higher Loyalty","James Comey","Law","4.7","https://images-na.ssl-images-amazon.com/images/I/71npJ8hgRtL._AC_UL200_SR200,200_.jpg","4641","Audible Audiobook"," Free with Audible trial"
"The New Jim Crow","Michelle Alexander","Law","4.7","https://images-na.ssl-images-amazon.com/images/I/81hjZGeVqML._AC_UL200_SR200,200_.jpg","2897","Audible Audiobook"," Free with Audible trial"
"10 Actual, Official LSAT PrepTests Volume VI","Law School Admission Council","Law","4.6","https://images-na.ssl-images-amazon.com/images/I/51nb09SEpHL._AC_UL200_SR200,200_.jpg","56","Paperback","23.11"
"Black Klansman","Ron Stallworth","Law","4.2","https://images-na.ssl-images-amazon.com/images/I/91RYKRFnAXL._AC_UL200_SR200,200_.jpg","189","Paperback","11.22"
"The Color of Law","Richard Rothstein","Law","4.8","https://images-na.ssl-images-amazon.com/images/I/81s1Pbsr1PL._AC_UL200_SR200,200_.jpg","336","Paperback","12.2"
"Just Mercy","Bryan Stevenson","Law","4.9","https://images-na.ssl-images-amazon.com/images/I/91zGz1oe8hL.__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","3408","Kindle Edition","12.99"
"Robert's Rules of Order Newly Revised (Robert's Rules of Order (Paperback))","Henry M. Robert III","Law","4.5","https://images-na.ssl-images-amazon.com/images/I/41Y99CatobL._AC_UL200_SR200,200_.jpg","847","Paperback","12.88"
"Mindhunter","John E. Douglas","Law","4.4","https://images-na.ssl-images-amazon.com/images/I/81sbS1%2Bl7PL._AC_UL200_SR200,200_.jpg","613","Audible Audiobook"," Free with Audible trial"
"Black Klansman","Ron Stallworth","Law","4.2","https://images-na.ssl-images-amazon.com/images/I/A1pMYRHGQLL._AC_UL200_SR200,200_.jpg","189","Audible Audiobook"," Free with Audible trial"
"A Higher Loyalty","James Comey","Law","4.7","https://images-na.ssl-images-amazon.com/images/I/71sOiC510PL._AC_UL200_SR200,200_.jpg","4641","Hardcover","15.63"
"ASVAB Study Guide 2018-2019","Test Prep Books Military Team","Law","4.5","https://images-na.ssl-images-amazon.com/images/I/51tzSp%2BICLL._AC_UL200_SR200,200_.jpg","130","Paperback","14.24"
"How to Debate Leftists and Destroy Them","Ben Shapiro","Law","4.5","https://images-na.ssl-images-amazon.com/images/I/81LHKEDiDxL.__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","1286","Kindle Edition","0.99"
"All Good Things","Rosemary Reeve","Law","4.9","https://images-na.ssl-images-amazon.com/images/I/81-WYu9ah6L._UX300_PJku-sticker-v7,TopRight,0,-50_OU01__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","33","Kindle Edition","2.99"
"The Mastermind","Evan Ratliff","Law","4.6","https://images-na.ssl-images-amazon.com/images/I/81VtpRIVQ8L.__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","28","Kindle Edition","13.99"
"10 Actual, Official LSAT PrepTests Volume V","Law School Admission Council","Law","4.7","https://images-na.ssl-images-amazon.com/images/I/41nM%2BRt7N9L._AC_UL200_SR200,200_.jpg","174","Paperback","21.89"
"The LSAT Trainer","Mike Kim","Law","4.5","https://images-na.ssl-images-amazon.com/images/I/61cc6p%2BagIL._AC_UL200_SR200,200_.jpg","312","Paperback","49.95"
"Notorious RBG","Irin Carmon","Law","4.5","https://images-na.ssl-images-amazon.com/images/I/51R4tizEs%2BL._AC_UL200_SR200,200_.jpg","822","Hardcover","15.63"
"Becoming","Michelle Obama","Law","4.2","https://images-na.ssl-images-amazon.com/images/I/91ewKs0MGlL._AC_UL200_SR200,200_.jpg","176","Paperback","15.96"
"The Adventures of Big-Foot Wallace","John C. Duval","Law","4.2","https://images-na.ssl-images-amazon.com/images/I/9158p9qyGAL.__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","39","Kindle Edition","0.99"
"Separate","Steve Luxenberg","Law","5.0","https://images-na.ssl-images-amazon.com/images/I/81ZlsOj003L.__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","4","Kindle Edition","16.99"
"My Own Words","Ruth Bader Ginsburg","Law","4.3","https://images-na.ssl-images-amazon.com/images/I/81nkCYQj2gL.__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","220","Kindle Edition","10.99"
"You Have the Right to Remain Innocent","James Duane","Law","4.7","https://images-na.ssl-images-amazon.com/images/I/91FuzelIPtL._UX300_PJku-sticker-v7,TopRight,0,-50_OU01__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","390","Kindle Edition","0.99"
"The Unwinding of the Miracle","Julie Yip-Williams","Law","4.7","https://images-na.ssl-images-amazon.com/images/I/715XU4qn9BL._AC_UL200_SR200,200_.jpg","39","Audible Audiobook"," Free with Audible trial"
"The Cadaver King and the Country Dentist","Radley Balko","Law","4.3","https://images-na.ssl-images-amazon.com/images/I/91TPAdv-zCL._AC_UL200_SR200,200_.jpg","79","Audible Audiobook"," Free with Audible trial"
"The Complete Sherlock Holmes","Arthur Conan Doyle","Law","4.5","https://images-na.ssl-images-amazon.com/images/I/71dGUCSn88L.__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","5738","Kindle Edition","0.49"
"The Smartest Guys in the Room","Bethany McLean","Law","4.5","https://images-na.ssl-images-amazon.com/images/I/81qWzybfeRL._AC_UL200_SR200,200_.jpg","328","Audible Audiobook"," Free with Audible trial"
"The Mastermind","Evan Ratliff","Law","4.6","https://images-na.ssl-images-amazon.com/images/I/81VtpRIVQ8L._AC_UL200_SR200,200_.jpg","28","Hardcover","18.3"
"Mindhunter","John E. Douglas","Law","4.4","https://images-na.ssl-images-amazon.com/images/I/819zXrYsgvL._AC_UL200_SR200,200_.jpg","613","Paperback","11.55"
"Robert's Rules of Order Newly Revised In Brief, 2nd edition (Roberts Rules of Order in Brief)","Henry M. III Robert","Law","4.6","https://images-na.ssl-images-amazon.com/images/I/51hULu0kpLL._AC_UL200_SR200,200_.jpg","649","Paperback","7.99"
"Emotional survival for law enforcement","Kevin M Gilmartin","Law","4.8","https://images-na.ssl-images-amazon.com/images/I/51gYIoOxSjL._AC_UL200_SR200,200_.jpg","423","Paperback","19.57"
"The Innocent Man","John Grisham","Law","4.2","https://images-na.ssl-images-amazon.com/images/I/51DjdmL0HHL._AC_UL200_SR200,200_.jpg","2400","Audible Audiobook"," Free with Audible trial"
"University of Berkshire Hathaway","Daniel Pecaut","Law","4.5","https://images-na.ssl-images-amazon.com/images/I/51Pcln-ELCL._AC_UL200_SR200,200_.jpg","206","Paperback","12.14"
"Notorious RBG","Irin Carmon","Law","4.5","https://images-na.ssl-images-amazon.com/images/I/81G2zE%2BuvrL._AC_UL200_SR200,200_.jpg","822","Audible Audiobook"," Free with Audible trial"
"The Moment of Lift","Melinda Gates","Law",NA,"https://images-na.ssl-images-amazon.com/images/I/81RPfvN435L._AC_UL200_SR200,200_.jpg",NA,"Hardcover","17.7"
